t,s,v,a,j
6.4210,33.3322,3.1686,-1.8000,0.0000
6.4220,33.3290,3.1668,-1.8000,0.0000
6.4230,33.3259,3.1650,-1.8000,0.0000
6.4240,33.3227,3.1632,-1.8000,0.0000
6.4250,33.3195,3.1614,-1.8000,0.0000
6.4260,33.3164,3.1596,-1.8000,0.0000
6.4270,33.3132,3.1578,-1.8000,0.0000
6.4280,33.3101,3.1560,-1.8000,0.0000
6.4290,33.3069,3.1542,-1.8000,0.0000
6.4300,33.3038,3.1524,-1.8000,0.0000
6.4310,33.3006,3.1506,-1.8000,0.0000
6.4320,33.2975,3.1488,-1.8000,0.0000
6.4330,33.2943,3.1470,-1.8000,0.0000
6.4340,33.2912,3.1452,-1.8000,0.0000
6.4350,33.2880,3.1434,-1.8000,0.0000
6.4360,33.2849,3.1416,-1.8000,0.0000
6.4370,33.2817,3.1398,-1.8000,0.0000
6.4380,33.2786,3.1380,-1.8000,0.0000
6.4390,33.2755,3.1362,-1.8000,0.0000
6.4400,33.2723,3.1344,-1.8000,0.0000
6.4410,33.2692,3.1326,-1.8000,0.0000
6.4420,33.2661,3.1308,-1.8000,0.0000
6.4430,33.2629,3.1290,-1.8000,0.0000
6.4440,33.2598,3.1272,-1.8000,0.0000
6.4450,33.2567,3.1254,-1.8000,0.0000
6.4460,33.2536,3.1236,-1.8000,0.0000
6.4470,33.2505,3.1218,-1.8000,0.0000
6.4480,33.2473,3.1200,-1.8000,0.0000
6.4490,33.2442,3.1182,-1.8000,0.0000
6.4500,33.2411,3.1164,-1.8000,0.0000
6.4510,33.2380,3.1146,-1.8000,0.0000
6.4520,33.2349,3.1128,-1.8000,0.0000
6.4530,33.2318,3.1110,-1.8000,0.0000
6.4540,33.2287,3.1092,-1.8000,0.0000
6.4550,33.2256,3.1074,-1.8000,0.0000
6.4560,33.2224,3.1056,-1.8000,0.0000
6.4570,33.2193,3.1038,-1.8000,0.0000
6.4580,33.2162,3.1020,-1.8000,0.0000
6.4590,33.2131,3.1002,-1.8000,0.0000
6.4600,33.2100,3.0984,-1.8000,0.0000
6.4610,33.2070,3.0966,-1.8000,0.0000
6.4620,33.2039,3.0948,-1.8000,0.0000
6.4630,33.2008,3.0930,-1.8000,0.0000
6.4640,33.1977,3.0912,-1.8000,0.0000
6.4650,33.1946,3.0894,-1.8000,0.0000
6.4660,33.1915,3.0876,-1.8000,0.0000
6.4670,33.1884,3.0858,-1.8000,0.0000
6.4680,33.1853,3.0840,-1.8000,0.0000
6.4690,33.1823,3.0822,-1.8000,0.0000
6.4700,33.1792,3.0804,-1.8000,0.0000
6.4710,33.1761,3.0786,-1.8000,0.0000
6.4720,33.1730,3.0768,-1.8000,0.0000
6.4730,33.1699,3.0750,-1.8000,0.0000
6.4740,33.1669,3.0732,-1.8000,0.0000
6.4750,33.1638,3.0714,-1.8000,0.0000
6.4760,33.1607,3.0696,-1.8000,0.0000
6.4770,33.1577,3.0678,-1.8000,0.0000
6.4780,33.1546,3.0660,-1.8000,0.0000
6.4790,33.1515,3.0642,-1.8000,0.0000
6.4800,33.1485,3.0624,-1.8000,0.0000
6.4810,33.1454,3.0606,-1.8000,0.0000
6.4820,33.1424,3.0588,-1.8000,0.0000
6.4830,33.1393,3.0570,-1.8000,0.0000
6.4840,33.1362,3.0552,-1.8000,0.0000
6.4850,33.1332,3.0534,-1.8000,0.0000
6.4860,33.1301,3.0516,-1.8000,0.0000
6.4870,33.1271,3.0498,-1.8000,0.0000
6.4880,33.1240,3.0480,-1.8000,0.0000
6.4890,33.1210,3.0462,-1.8000,0.0000
6.4900,33.1180,3.0444,-1.8000,0.0000
6.4910,33.1149,3.0426,-1.8000,0.0000
6.4920,33.1119,3.0408,-1.8000,0.0000
6.4930,33.1088,3.0390,-1.8000,0.0000
6.4940,33.1058,3.0372,-1.8000,0.0000
6.4950,33.1028,3.0354,-1.8000,0.0000
6.4960,33.0997,3.0336,-1.8000,0.0000
6.4970,33.0967,3.0319,-1.7000,100.0000
6.4980,33.0937,3.0302,-1.7000,0.0000
6.4990,33.0906,3.0285,-1.7000,0.0000
6.5000,33.0876,3.0268,-1.7000,0.0000
6.5010,33.0846,3.0251,-1.7000,0.0000
6.5020,33.0816,3.0234,-1.7000,0.0000
6.5030,33.0786,3.0217,-1.7000,0.0000
6.5040,33.0755,3.0200,-1.7000,0.0000
6.5050,33.0725,3.0183,-1.7000,0.0000
6.5060,33.0695,3.0166,-1.7000,0.0000
6.5070,33.0665,3.0149,-1.7000,0.0000
6.5080,33.0635,3.0132,-1.7000,0.0000
6.5090,33.0605,3.0115,-1.7000,0.0000
6.5100,33.0575,3.0098,-1.7000,0.0000
6.5110,33.0544,3.0081,-1.7000,0.0000
6.5120,33.0514,3.0064,-1.7000,0.0000
6.5130,33.0484,3.0047,-1.7000,0.0000
6.5140,33.0454,3.0030,-1.7000,0.0000
6.5150,33.0424,3.0013,-1.7000,0.0000
6.5160,33.0394,2.9996,-1.7000,0.0000
6.5170,33.0364,2.9979,-1.7000,0.0000
6.5180,33.0334,2.9962,-1.7000,0.0000
6.5190,33.0305,2.9945,-1.7000,0.0000
6.5200,33.0275,2.9928,-1.7000,0.0000
6.5210,33.0245,2.9911,-1.7000,0.0000
6.5220,33.0215,2.9894,-1.7000,0.0000
6.5230,33.0185,2.9877,-1.7000,0.0000
6.5240,33.0155,2.9860,-1.7000,0.0000
6.5250,33.0125,2.9843,-1.7000,0.0000
6.5260,33.0095,2.9826,-1.7000,0.0000
6.5270,33.0066,2.9809,-1.7000,0.0000
6.5280,33.0036,2.9792,-1.7000,0.0000
6.5290,33.0006,2.9775,-1.7000,0.0000
6.5300,32.9976,2.9758,-1.7000,0.0000
6.5310,32.9947,2.9741,-1.7000,0.0000
6.5320,32.9917,2.9724,-1.7000,0.0000
6.5330,32.9887,2.9707,-1.7000,0.0000
6.5340,32.9858,2.9690,-1.7000,0.0000
6.5350,32.9828,2.9673,-1.7000,0.0000
6.5360,32.9798,2.9656,-1.7000,0.0000
6.5370,32.9769,2.9639,-1.7000,0.0000
6.5380,32.9739,2.9622,-1.7000,0.0000
6.5390,32.9709,2.9605,-1.7000,0.0000
6.5400,32.9680,2.9588,-1.7000,0.0000
6.5410,32.9650,2.9571,-1.7000,0.0000
6.5420,32.9621,2.9554,-1.7000,0.0000
6.5430,32.9591,2.9537,-1.7000,0.0000
6.5440,32.9562,2.9520,-1.7000,0.0000
6.5450,32.9532,2.9503,-1.7000,0.0000
6.5460,32.9503,2.9486,-1.7000,0.0000
6.5470,32.9473,2.9469,-1.7000,0.0000
6.5480,32.9444,2.9452,-1.7000,0.0000
6.5490,32.9414,2.9435,-1.7000,0.0000
6.5500,32.9385,2.9418,-1.7000,0.0000
6.5510,32.9356,2.9401,-1.7000,0.0000
6.5520,32.9326,2.9384,-1.7000,0.0000
6.5530,32.9297,2.9367,-1.7000,0.0000
6.5540,32.9267,2.9350,-1.7000,0.0000
6.5550,32.9238,2.9333,-1.7000,0.0000
6.5560,32.9209,2.9316,-1.7000,0.0000
6.5570,32.9180,2.9299,-1.7000,0.0000
6.5580,32.9150,2.9282,-1.7000,0.0000
6.5590,32.9121,2.9265,-1.7000,0.0000
6.5600,32.9092,2.9248,-1.7000,0.0000
6.5610,32.9063,2.9231,-1.7000,0.0000
6.5620,32.9033,2.9214,-1.7000,0.0000
6.5630,32.9004,2.9197,-1.7000,0.0000
6.5640,32.8975,2.9180,-1.7000,0.0000
6.5650,32.8946,2.9163,-1.7000,0.0000
6.5660,32.8917,2.9146,-1.7000,0.0000
6.5670,32.8888,2.9129,-1.7000,0.0000
6.5680,32.8858,2.9112,-1.7000,0.0000
6.5690,32.8829,2.9095,-1.7000,0.0000
6.5700,32.8800,2.9078,-1.7000,0.0000
6.5710,32.8771,2.9061,-1.7000,0.0000
6.5720,32.8742,2.9044,-1.7000,0.0000
6.5730,32.8713,2.9027,-1.7000,0.0000
6.5740,32.8684,2.9010,-1.7000,0.0000
6.5750,32.8655,2.8993,-1.7000,0.0000
6.5760,32.8626,2.8976,-1.7000,0.0000
6.5770,32.8597,2.8959,-1.7000,0.0000
6.5780,32.8568,2.8942,-1.7000,0.0000
6.5790,32.8539,2.8925,-1.7000,0.0000
6.5800,32.8511,2.8908,-1.7000,0.0000
6.5810,32.8482,2.8891,-1.7000,0.0000
6.5820,32.8453,2.8874,-1.7000,0.0000
6.5830,32.8424,2.8857,-1.7000,0.0000
6.5840,32.8395,2.8840,-1.7000,0.0000
6.5850,32.8366,2.8823,-1.7000,0.0000
6.5860,32.8337,2.8806,-1.7000,0.0000
6.5870,32.8309,2.8789,-1.7000,0.0000
6.5880,32.8280,2.8772,-1.7000,0.0000
6.5890,32.8251,2.8755,-1.7000,0.0000
6.5900,32.8222,2.8738,-1.7000,0.0000
6.5910,32.8194,2.8721,-1.7000,0.0000
6.5920,32.8165,2.8704,-1.7000,0.0000
6.5930,32.8136,2.8687,-1.7000,0.0000
6.5940,32.8108,2.8670,-1.7000,0.0000
6.5950,32.8079,2.8653,-1.7000,0.0000
6.5960,32.8050,2.8636,-1.7000,0.0000
6.5970,32.8022,2.8619,-1.7000,0.0000
6.5980,32.7993,2.8602,-1.7000,0.0000
6.5990,32.7965,2.8585,-1.7000,0.0000
6.6000,32.7936,2.8568,-1.7000,0.0000
6.6010,32.7908,2.8551,-1.7000,0.0000
6.6020,32.7879,2.8534,-1.7000,0.0000
6.6030,32.7851,2.8517,-1.7000,0.0000
6.6040,32.7822,2.8500,-1.7000,0.0000
6.6050,32.7794,2.8483,-1.7000,0.0000
6.6060,32.7765,2.8466,-1.7000,0.0000
6.6070,32.7737,2.8449,-1.7000,0.0000
6.6080,32.7708,2.8432,-1.7000,0.0000
6.6090,32.7680,2.8415,-1.7000,0.0000
6.6100,32.7651,2.8398,-1.7000,0.0000
6.6110,32.7623,2.8381,-1.7000,0.0000
6.6120,32.7595,2.8364,-1.7000,0.0000
6.6130,32.7566,2.8347,-1.7000,0.0000
6.6140,32.7538,2.8330,-1.7000,0.0000
6.6150,32.7510,2.8313,-1.7000,0.0000
6.6160,32.7481,2.8296,-1.7000,0.0000
6.6170,32.7453,2.8279,-1.7000,0.0000
6.6180,32.7425,2.8262,-1.7000,0.0000
6.6190,32.7397,2.8245,-1.7000,0.0000
6.6200,32.7368,2.8228,-1.7000,0.0000
6.6210,32.7340,2.8211,-1.7000,0.0000
6.6220,32.7312,2.8194,-1.7000,0.0000
6.6230,32.7284,2.8177,-1.7000,0.0000
6.6240,32.7256,2.8160,-1.7000,0.0000
6.6250,32.7228,2.8143,-1.7000,0.0000
6.6260,32.7200,2.8126,-1.7000,0.0000
6.6270,32.7171,2.8109,-1.7000,0.0000
6.6280,32.7143,2.8092,-1.7000,0.0000
6.6290,32.7115,2.8075,-1.7000,0.0000
6.6300,32.7087,2.8058,-1.7000,0.0000
6.6310,32.7059,2.8041,-1.7000,0.0000
6.6320,32.7031,2.8024,-1.7000,0.0000
6.6330,32.7003,2.8007,-1.7000,0.0000
6.6340,32.6975,2.7990,-1.7000,0.0000
6.6350,32.6947,2.7973,-1.7000,0.0000
6.6360,32.6919,2.7956,-1.7000,0.0000
6.6370,32.6891,2.7939,-1.7000,0.0000
6.6380,32.6863,2.7922,-1.7000,0.0000
6.6390,32.6836,2.7905,-1.7000,0.0000
6.6400,32.6808,2.7888,-1.7000,0.0000
6.6410,32.6780,2.7871,-1.7000,0.0000
6.6420,32.6752,2.7854,-1.7000,0.0000
6.6430,32.6724,2.7837,-1.7000,0.0000
6.6440,32.6696,2.7820,-1.7000,0.0000
6.6450,32.6669,2.7803,-1.7000,0.0000
6.6460,32.6641,2.7786,-1.7000,0.0000
6.6470,32.6613,2.7769,-1.7000,0.0000
6.6480,32.6585,2.7752,-1.7000,0.0000
6.6490,32.6558,2.7735,-1.7000,0.0000
6.6500,32.6530,2.7718,-1.7000,0.0000
6.6510,32.6502,2.7701,-1.7000,0.0000
6.6520,32.6474,2.7684,-1.7000,0.0000
6.6530,32.6447,2.7667,-1.7000,0.0000
6.6540,32.6419,2.7650,-1.7000,0.0000
6.6550,32.6392,2.7633,-1.7000,0.0000
6.6560,32.6364,2.7616,-1.7000,0.0000
6.6570,32.6336,2.7599,-1.7000,0.0000
6.6580,32.6309,2.7582,-1.7000,0.0000
6.6590,32.6281,2.7565,-1.7000,0.0000
6.6600,32.6254,2.7548,-1.7000,0.0000
6.6610,32.6226,2.7531,-1.7000,0.0000
6.6620,32.6199,2.7514,-1.7000,0.0000
6.6630,32.6171,2.7497,-1.7000,0.0000
6.6640,32.6144,2.7480,-1.7000,0.0000
6.6650,32.6116,2.7463,-1.7000,0.0000
6.6660,32.6089,2.7446,-1.7000,0.0000
6.6670,32.6061,2.7429,-1.7000,0.0000
6.6680,32.6034,2.7412,-1.7000,0.0000
6.6690,32.6007,2.7395,-1.7000,0.0000
6.6700,32.5979,2.7378,-1.7000,0.0000
6.6710,32.5952,2.7361,-1.7000,0.0000
6.6720,32.5925,2.7344,-1.7000,0.0000
6.6730,32.5897,2.7327,-1.7000,0.0000
6.6740,32.5870,2.7310,-1.7000,0.0000
6.6750,32.5843,2.7293,-1.7000,0.0000
6.6760,32.5815,2.7276,-1.7000,0.0000
6.6770,32.5788,2.7259,-1.7000,0.0000
6.6780,32.5761,2.7242,-1.7000,0.0000
6.6790,32.5734,2.7225,-1.7000,0.0000
6.6800,32.5706,2.7208,-1.7000,0.0000
6.6810,32.5679,2.7191,-1.7000,0.0000
6.6820,32.5652,2.7174,-1.7000,0.0000
6.6830,32.5625,2.7157,-1.7000,0.0000
6.6840,32.5598,2.7140,-1.7000,0.0000
6.6850,32.5571,2.7123,-1.7000,0.0000
6.6860,32.5544,2.7106,-1.7000,0.0000
6.6870,32.5517,2.7089,-1.7000,0.0000
6.6880,32.5489,2.7072,-1.7000,0.0000
6.6890,32.5462,2.7055,-1.7000,0.0000
6.6900,32.5435,2.7038,-1.7000,0.0000
6.6910,32.5408,2.7021,-1.7000,0.0000
6.6920,32.5381,2.7004,-1.7000,0.0000
6.6930,32.5354,2.6987,-1.7000,0.0000
6.6940,32.5327,2.6970,-1.7000,0.0000
6.6950,32.5300,2.6953,-1.7000,0.0000
6.6960,32.5274,2.6936,-1.7000,0.0000
6.6970,32.5247,2.6919,-1.7000,0.0000
6.6980,32.5220,2.6902,-1.7000,0.0000
6.6990,32.5193,2.6885,-1.7000,0.0000
6.7000,32.5166,2.6868,-1.7000,0.0000
6.7010,32.5139,2.6851,-1.7000,0.0000
6.7020,32.5112,2.6834,-1.7000,0.0000
6.7030,32.5086,2.6817,-1.7000,0.0000
6.7040,32.5059,2.6800,-1.7000,0.0000
6.7050,32.5032,2.6783,-1.7000,0.0000
6.7060,32.5005,2.6766,-1.7000,0.0000
6.7070,32.4978,2.6749,-1.7000,0.0000
6.7080,32.4952,2.6732,-1.7000,0.0000
6.7090,32.4925,2.6715,-1.7000,0.0000
6.7100,32.4898,2.6698,-1.7000,0.0000
6.7110,32.4872,2.6681,-1.7000,0.0000
6.7120,32.4845,2.6664,-1.7000,0.0000
6.7130,32.4818,2.6647,-1.7000,0.0000
6.7140,32.4792,2.6630,-1.7000,0.0000
6.7150,32.4765,2.6613,-1.7000,0.0000
6.7160,32.4739,2.6596,-1.7000,0.0000
6.7170,32.4712,2.6579,-1.7000,0.0000
6.7180,32.4685,2.6562,-1.7000,0.0000
6.7190,32.4659,2.6545,-1.7000,0.0000
6.7200,32.4632,2.6528,-1.7000,0.0000
6.7210,32.4606,2.6511,-1.7000,0.0000
6.7220,32.4579,2.6494,-1.7000,0.0000
6.7230,32.4553,2.6477,-1.7000,0.0000
6.7240,32.4526,2.6460,-1.7000,0.0000
6.7250,32.4500,2.6443,-1.7000,0.0000
6.7260,32.4474,2.6426,-1.7000,0.0000
6.7270,32.4447,2.6409,-1.7000,0.0000
6.7280,32.4421,2.6392,-1.7000,0.0000
6.7290,32.4394,2.6375,-1.7000,0.0000
6.7300,32.4368,2.6358,-1.7000,0.0000
6.7310,32.4342,2.6341,-1.7000,0.0000
6.7320,32.4315,2.6324,-1.7000,0.0000
6.7330,32.4289,2.6307,-1.7000,0.0000
6.7340,32.4263,2.6290,-1.7000,0.0000
6.7350,32.4237,2.6273,-1.7000,0.0000
6.7360,32.4210,2.6256,-1.7000,0.0000
6.7370,32.4184,2.6239,-1.7000,0.0000
6.7380,32.4158,2.6222,-1.7000,0.0000
6.7390,32.4132,2.6205,-1.7000,0.0000
6.7400,32.4106,2.6188,-1.7000,0.0000
6.7410,32.4079,2.6171,-1.7000,0.0000
6.7420,32.4053,2.6154,-1.7000,0.0000
6.7430,32.4027,2.6137,-1.7000,0.0000
6.7440,32.4001,2.6120,-1.7000,0.0000
6.7450,32.3975,2.6103,-1.7000,0.0000
6.7460,32.3949,2.6086,-1.7000,0.0000
6.7470,32.3923,2.6069,-1.7000,0.0000
6.7480,32.3897,2.6052,-1.7000,0.0000
6.7490,32.3871,2.6035,-1.7000,0.0000
6.7500,32.3845,2.6018,-1.7000,0.0000
6.7510,32.3819,2.6001,-1.7000,0.0000
6.7520,32.3793,2.5984,-1.7000,0.0000
6.7530,32.3767,2.5967,-1.7000,0.0000
6.7540,32.3741,2.5950,-1.7000,0.0000
6.7550,32.3715,2.5933,-1.7000,0.0000
6.7560,32.3689,2.5916,-1.7000,0.0000
6.7570,32.3663,2.5899,-1.7000,0.0000
6.7580,32.3637,2.5882,-1.7000,0.0000
6.7590,32.3611,2.5865,-1.7000,0.0000
6.7600,32.3586,2.5848,-1.7000,0.0000
6.7610,32.3560,2.5831,-1.7000,0.0000
6.7620,32.3534,2.5814,-1.7000,0.0000
6.7630,32.3508,2.5797,-1.7000,0.0000
6.7640,32.3482,2.5780,-1.7000,0.0000
6.7650,32.3457,2.5763,-1.7000,0.0000
6.7660,32.3431,2.5746,-1.7000,0.0000
6.7670,32.3405,2.5729,-1.7000,0.0000
6.7680,32.3379,2.5712,-1.7000,0.0000
6.7690,32.3354,2.5695,-1.7000,0.0000
6.7700,32.3328,2.5678,-1.7000,0.0000
6.7710,32.3302,2.5661,-1.7000,0.0000
6.7720,32.3277,2.5644,-1.7000,0.0000
6.7730,32.3251,2.5627,-1.7000,0.0000
6.7740,32.3226,2.5610,-1.7000,0.0000
6.7750,32.3200,2.5593,-1.7000,0.0000
6.7760,32.3174,2.5576,-1.7000,0.0000
6.7770,32.3149,2.5559,-1.7000,0.0000
6.7780,32.3123,2.5542,-1.7000,0.0000
6.7790,32.3098,2.5525,-1.7000,0.0000
6.7800,32.3072,2.5508,-1.7000,0.0000
6.7810,32.3047,2.5491,-1.7000,0.0000
6.7820,32.3021,2.5474,-1.7000,0.0000
6.7830,32.2996,2.5457,-1.7000,0.0000
6.7840,32.2971,2.5440,-1.7000,0.0000
6.7850,32.2945,2.5423,-1.7000,0.0000
6.7860,32.2920,2.5406,-1.7000,0.0000
6.7870,32.2894,2.5389,-1.7000,0.0000
6.7880,32.2869,2.5372,-1.7000,0.0000
6.7890,32.2844,2.5355,-1.7000,0.0000
6.7900,32.2818,2.5338,-1.7000,0.0000
6.7910,32.2793,2.5321,-1.7000,0.0000
6.7920,32.2768,2.5304,-1.7000,0.0000
6.7930,32.2742,2.5287,-1.7000,0.0000
6.7940,32.2717,2.5270,-1.7000,0.0000
6.7950,32.2692,2.5253,-1.7000,0.0000
6.7960,32.2667,2.5236,-1.7000,0.0000
6.7970,32.2641,2.5219,-1.7000,0.0000
6.7980,32.2616,2.5202,-1.7000,0.0000
6.7990,32.2591,2.5185,-1.7000,0.0000
6.8000,32.2566,2.5168,-1.7000,0.0000
6.8010,32.2541,2.5151,-1.7000,0.0000
6.8020,32.2516,2.5134,-1.7000,0.0000
6.8030,32.2491,2.5117,-1.7000,0.0000
6.8040,32.2465,2.5100,-1.7000,0.0000
6.8050,32.2440,2.5083,-1.7000,0.0000
6.8060,32.2415,2.5066,-1.7000,0.0000
6.8070,32.2390,2.5049,-1.7000,0.0000
6.8080,32.2365,2.5032,-1.7000,0.0000
6.8090,32.2340,2.5015,-1.7000,0.0000
6.8100,32.2315,2.4998,-1.7000,0.0000
6.8110,32.2290,2.4981,-1.7000,0.0000
6.8120,32.2265,2.4964,-1.7000,0.0000
6.8130,32.2240,2.4947,-1.7000,0.0000
6.8140,32.2215,2.4930,-1.7000,0.0000
6.8150,32.2191,2.4913,-1.7000,0.0000
6.8160,32.2166,2.4896,-1.7000,0.0000
6.8170,32.2141,2.4879,-1.7000,0.0000
6.8180,32.2116,2.4862,-1.7000,0.0000
6.8190,32.2091,2.4845,-1.7000,0.0000
6.8200,32.2066,2.4828,-1.7000,0.0000
6.8210,32.2041,2.4811,-1.7000,0.0000
6.8220,32.2017,2.4794,-1.7000,0.0000
6.8230,32.1992,2.4777,-1.7000,0.0000
6.8240,32.1967,2.4760,-1.7000,0.0000
6.8250,32.1942,2.4743,-1.7000,0.0000
6.8260,32.1918,2.4726,-1.7000,0.0000
6.8270,32.1893,2.4709,-1.7000,0.0000
6.8280,32.1868,2.4692,-1.7000,0.0000
6.8290,32.1844,2.4675,-1.7000,0.0000
6.8300,32.1819,2.4658,-1.7000,0.0000
6.8310,32.1794,2.4641,-1.7000,0.0000
6.8320,32.1770,2.4624,-1.7000,0.0000
6.8330,32.1745,2.4607,-1.7000,0.0000
6.8340,32.1721,2.4590,-1.7000,0.0000
6.8350,32.1696,2.4573,-1.7000,0.0000
6.8360,32.1671,2.4556,-1.7000,0.0000
6.8370,32.1647,2.4539,-1.7000,0.0000
6.8380,32.1622,2.4522,-1.7000,0.0000
6.8390,32.1598,2.4505,-1.7000,0.0000
6.8400,32.1573,2.4488,-1.7000,0.0000
6.8410,32.1549,2.4471,-1.7000,0.0000
6.8420,32.1525,2.4454,-1.7000,0.0000
6.8430,32.1500,2.4437,-1.7000,0.0000
6.8440,32.1476,2.4420,-1.7000,0.0000
6.8450,32.1451,2.4403,-1.7000,0.0000
6.8460,32.1427,2.4386,-1.7000,0.0000
6.8470,32.1403,2.4369,-1.7000,0.0000
6.8480,32.1378,2.4352,-1.7000,0.0000
6.8490,32.1354,2.4335,-1.7000,0.0000
6.8500,32.1330,2.4318,-1.7000,0.0000
6.8510,32.1305,2.4301,-1.7000,0.0000
6.8520,32.1281,2.4284,-1.7000,0.0000
6.8530,32.1257,2.4267,-1.7000,0.0000
6.8540,32.1233,2.4250,-1.7000,0.0000
6.8550,32.1208,2.4233,-1.7000,0.0000
6.8560,32.1184,2.4216,-1.7000,0.0000
6.8570,32.1160,2.4199,-1.7000,0.0000
6.8580,32.1136,2.4182,-1.7000,0.0000
6.8590,32.1112,2.4165,-1.7000,0.0000
6.8600,32.1087,2.4148,-1.7000,0.0000
6.8610,32.1063,2.4131,-1.7000,0.0000
6.8620,32.1039,2.4114,-1.7000,0.0000
6.8630,32.1015,2.4097,-1.7000,0.0000
6.8640,32.0991,2.4080,-1.7000,0.0000
6.8650,32.0967,2.4063,-1.7000,0.0000
6.8660,32.0943,2.4046,-1.7000,0.0000
6.8670,32.0919,2.4029,-1.7000,0.0000
6.8680,32.0895,2.4012,-1.7000,0.0000
6.8690,32.0871,2.3995,-1.7000,0.0000
6.8700,32.0847,2.3978,-1.7000,0.0000
6.8710,32.0823,2.3961,-1.7000,0.0000
6.8720,32.0799,2.3944,-1.7000,0.0000
6.8730,32.0775,2.3927,-1.7000,0.0000
6.8740,32.0751,2.3910,-1.7000,0.0000
6.8750,32.0727,2.3893,-1.7000,0.0000
6.8760,32.0704,2.3876,-1.7000,0.0000
6.8770,32.0680,2.3859,-1.7000,0.0000
6.8780,32.0656,2.3842,-1.7000,0.0000
6.8790,32.0632,2.3825,-1.7000,0.0000
6.8800,32.0608,2.3808,-1.7000,0.0000
6.8810,32.0584,2.3791,-1.7000,0.0000
6.8820,32.0561,2.3774,-1.7000,0.0000
6.8830,32.0537,2.3757,-1.7000,0.0000
6.8840,32.0513,2.3740,-1.7000,0.0000
6.8850,32.0489,2.3723,-1.7000,0.0000
6.8860,32.0466,2.3706,-1.7000,0.0000
6.8870,32.0442,2.3689,-1.7000,0.0000
6.8880,32.0418,2.3672,-1.7000,0.0000
6.8890,32.0395,2.3655,-1.7000,0.0000
6.8900,32.0371,2.3638,-1.7000,0.0000
6.8910,32.0348,2.3621,-1.7000,0.0000
6.8920,32.0324,2.3604,-1.7000,0.0000
6.8930,32.0300,2.3587,-1.7000,0.0000
6.8940,32.0277,2.3570,-1.7000,0.0000
6.8950,32.0253,2.3553,-1.7000,0.0000
6.8960,32.0230,2.3536,-1.7000,0.0000
6.8970,32.0206,2.3519,-1.7000,0.0000
6.8980,32.0183,2.3502,-1.7000,0.0000
6.8990,32.0159,2.3485,-1.7000,0.0000
6.9000,32.0136,2.3468,-1.7000,0.0000
6.9010,32.0112,2.3451,-1.7000,0.0000
6.9020,32.0089,2.3434,-1.7000,0.0000
6.9030,32.0066,2.3417,-1.7000,0.0000
6.9040,32.0042,2.3400,-1.7000,0.0000
6.9050,32.0019,2.3383,-1.7000,0.0000
6.9060,31.9995,2.3366,-1.7000,0.0000
6.9070,31.9972,2.3349,-1.7000,0.0000
6.9080,31.9949,2.3332,-1.7000,0.0000
6.9090,31.9925,2.3315,-1.7000,0.0000
6.9100,31.9902,2.3298,-1.7000,0.0000
6.9110,31.9879,2.3281,-1.7000,0.0000
6.9120,31.9856,2.3264,-1.7000,0.0000
6.9130,31.9832,2.3247,-1.7000,0.0000
6.9140,31.9809,2.3230,-1.7000,0.0000
6.9150,31.9786,2.3213,-1.7000,0.0000
6.9160,31.9763,2.3196,-1.7000,0.0000
6.9170,31.9740,2.3179,-1.7000,0.0000
6.9180,31.9716,2.3162,-1.7000,0.0000
6.9190,31.9693,2.3145,-1.7000,0.0000
6.9200,31.9670,2.3128,-1.7000,0.0000
6.9210,31.9647,2.3111,-1.7000,0.0000
6.9220,31.9624,2.3094,-1.7000,0.0000
6.9230,31.9601,2.3077,-1.7000,0.0000
6.9240,31.9578,2.3060,-1.7000,0.0000
6.9250,31.9555,2.3043,-1.7000,0.0000
6.9260,31.9532,2.3026,-1.7000,0.0000
6.9270,31.9509,2.3009,-1.7000,0.0000
6.9280,31.9486,2.2992,-1.7000,0.0000
6.9290,31.9463,2.2975,-1.7000,0.0000
6.9300,31.9440,2.2958,-1.7000,0.0000
6.9310,31.9417,2.2941,-1.7000,0.0000
6.9320,31.9394,2.2924,-1.7000,0.0000
6.9330,31.9371,2.2907,-1.7000,0.0000
6.9340,31.9348,2.2890,-1.7000,0.0000
6.9350,31.9325,2.2873,-1.7000,0.0000
6.9360,31.9303,2.2856,-1.7000,0.0000
6.9370,31.9280,2.2839,-1.7000,0.0000
6.9380,31.9257,2.2822,-1.7000,0.0000
6.9390,31.9234,2.2805,-1.7000,0.0000
6.9400,31.9211,2.2788,-1.7000,0.0000
6.9410,31.9189,2.2771,-1.7000,0.0000
6.9420,31.9166,2.2754,-1.7000,0.0000
6.9430,31.9143,2.2737,-1.7000,0.0000
6.9440,31.9120,2.2720,-1.7000,0.0000
6.9450,31.9098,2.2703,-1.7000,0.0000
6.9460,31.9075,2.2686,-1.7000,0.0000
6.9470,31.9052,2.2669,-1.7000,0.0000
6.9480,31.9030,2.2652,-1.7000,0.0000
6.9490,31.9007,2.2635,-1.7000,0.0000
6.9500,31.8985,2.2618,-1.7000,0.0000
6.9510,31.8962,2.2601,-1.7000,0.0000
6.9520,31.8939,2.2584,-1.7000,0.0000
6.9530,31.8917,2.2567,-1.7000,0.0000
6.9540,31.8894,2.2550,-1.7000,0.0000
6.9550,31.8872,2.2533,-1.7000,0.0000
6.9560,31.8849,2.2516,-1.7000,0.0000
6.9570,31.8827,2.2499,-1.7000,0.0000
6.9580,31.8804,2.2482,-1.7000,0.0000
