t,s,v,a,j
7.1760,13.2460,4.8359,-1.4000,0.0000
7.1770,13.2412,4.8345,-1.4000,0.0000
7.1780,13.2364,4.8331,-1.4000,0.0000
7.1790,13.2315,4.8317,-1.4000,0.0000
7.1800,13.2267,4.8303,-1.4000,0.0000
7.1810,13.2219,4.8289,-1.4000,0.0000
7.1820,13.2171,4.8275,-1.4000,0.0000
7.1830,13.2122,4.8261,-1.4000,0.0000
7.1840,13.2074,4.8247,-1.4000,0.0000
7.1850,13.2026,4.8233,-1.4000,0.0000
7.1860,13.1978,4.8219,-1.4000,0.0000
7.1870,13.1929,4.8205,-1.4000,0.0000
7.1880,13.1881,4.8191,-1.4000,0.0000
7.1890,13.1833,4.8177,-1.4000,0.0000
7.1900,13.1785,4.8163,-1.4000,0.0000
7.1910,13.1737,4.8149,-1.4000,0.0000
7.1920,13.1689,4.8135,-1.4000,0.0000
7.1930,13.1641,4.8121,-1.4000,0.0000
7.1940,13.1592,4.8107,-1.4000,0.0000
7.1950,13.1544,4.8093,-1.4000,0.0000
7.1960,13.1496,4.8079,-1.4000,0.0000
7.1970,13.1448,4.8065,-1.4000,0.0000
7.1980,13.1400,4.8051,-1.4000,0.0000
7.1990,13.1352,4.8037,-1.4000,0.0000
7.2000,13.1304,4.8023,-1.4000,0.0000
7.2010,13.1256,4.8009,-1.4000,0.0000
7.2020,13.1208,4.7995,-1.4000,0.0000
7.2030,13.1160,4.7981,-1.4000,0.0000
7.2040,13.1112,4.7967,-1.4000,0.0000
7.2050,13.1064,4.7953,-1.4000,0.0000
7.2060,13.1016,4.7939,-1.4000,0.0000
7.2070,13.0968,4.7925,-1.4000,0.0000
7.2080,13.0921,4.7911,-1.4000,0.0000
7.2090,13.0873,4.7897,-1.4000,0.0000
7.2100,13.0825,4.7883,-1.4000,0.0000
7.2110,13.0777,4.7869,-1.4000,0.0000
7.2120,13.0729,4.7855,-1.4000,0.0000
7.2130,13.0681,4.7841,-1.4000,0.0000
7.2140,13.0633,4.7827,-1.4000,0.0000
7.2150,13.0586,4.7813,-1.4000,0.0000
7.2160,13.0538,4.7799,-1.4000,0.0000
7.2170,13.0490,4.7785,-1.4000,0.0000
7.2180,13.0442,4.7771,-1.4000,0.0000
7.2190,13.0395,4.7757,-1.4000,0.0000
7.2200,13.0347,4.7743,-1.4000,0.0000
7.2210,13.0299,4.7729,-1.4000,0.0000
7.2220,13.0251,4.7715,-1.4000,0.0000
7.2230,13.0204,4.7701,-1.4000,0.0000
7.2240,13.0156,4.7687,-1.4000,0.0000
7.2250,13.0108,4.7673,-1.4000,0.0000
7.2260,13.0061,4.7659,-1.4000,0.0000
7.2270,13.0013,4.7645,-1.4000,0.0000
7.2280,12.9965,4.7631,-1.4000,0.0000
7.2290,12.9918,4.7617,-1.4000,0.0000
7.2300,12.9870,4.7603,-1.4000,0.0000
7.2310,12.9823,4.7589,-1.4000,0.0000
7.2320,12.9775,4.7575,-1.4000,0.0000
7.2330,12.9727,4.7561,-1.4000,0.0000
7.2340,12.9680,4.7547,-1.4000,0.0000
7.2350,12.9632,4.7533,-1.4000,0.0000
7.2360,12.9585,4.7519,-1.4000,0.0000
7.2370,12.9537,4.7505,-1.4000,0.0000
7.2380,12.9490,4.7491,-1.4000,0.0000
7.2390,12.9442,4.7477,-1.4000,0.0000
7.2400,12.9395,4.7463,-1.4000,0.0000
7.2410,12.9348,4.7449,-1.4000,0.0000
7.2420,12.9300,4.7435,-1.4000,0.0000
7.2430,12.9253,4.7421,-1.4000,0.0000
7.2440,12.9205,4.7407,-1.4000,0.0000
7.2450,12.9158,4.7393,-1.4000,0.0000
7.2460,12.9111,4.7379,-1.4000,0.0000
7.2470,12.9063,4.7365,-1.4000,0.0000
7.2480,12.9016,4.7351,-1.4000,0.0000
7.2490,12.8969,4.7337,-1.4000,0.0000
7.2500,12.8921,4.7323,-1.4000,0.0000
7.2510,12.8874,4.7309,-1.4000,0.0000
7.2520,12.8827,4.7295,-1.4000,0.0000
7.2530,12.8779,4.7281,-1.4000,0.0000
7.2540,12.8732,4.7267,-1.4000,0.0000
7.2550,12.8685,4.7253,-1.4000,0.0000
7.2560,12.8638,4.7239,-1.4000,0.0000
7.2570,12.8590,4.7225,-1.4000,0.0000
7.2580,12.8543,4.7211,-1.4000,0.0000
7.2590,12.8496,4.7197,-1.4000,0.0000
7.2600,12.8449,4.7183,-1.4000,0.0000
7.2610,12.8402,4.7169,-1.4000,0.0000
7.2620,12.8354,4.7155,-1.4000,0.0000
7.2630,12.8307,4.7141,-1.4000,0.0000
7.2640,12.8260,4.7127,-1.4000,0.0000
7.2650,12.8213,4.7113,-1.4000,0.0000
7.2660,12.8166,4.7099,-1.4000,0.0000
7.2670,12.8119,4.7085,-1.4000,0.0000
7.2680,12.8072,4.7071,-1.4000,0.0000
7.2690,12.8025,4.7057,-1.4000,0.0000
7.2700,12.7978,4.7043,-1.4000,0.0000
7.2710,12.7931,4.7029,-1.4000,0.0000
7.2720,12.7884,4.7015,-1.4000,0.0000
7.2730,12.7837,4.7001,-1.4000,0.0000
7.2740,12.7790,4.6987,-1.4000,0.0000
7.2750,12.7743,4.6973,-1.4000,0.0000
7.2760,12.7696,4.6959,-1.4000,0.0000
7.2770,12.7649,4.6945,-1.4000,0.0000
7.2780,12.7602,4.6931,-1.4000,0.0000
7.2790,12.7555,4.6917,-1.4000,0.0000
7.2800,12.7508,4.6903,-1.4000,0.0000
7.2810,12.7461,4.6889,-1.4000,0.0000
7.2820,12.7414,4.6875,-1.4000,0.0000
7.2830,12.7368,4.6861,-1.4000,0.0000
7.2840,12.7321,4.6847,-1.4000,0.0000
7.2850,12.7274,4.6833,-1.4000,0.0000
7.2860,12.7227,4.6819,-1.4000,0.0000
7.2870,12.7180,4.6805,-1.4000,0.0000
7.2880,12.7134,4.6791,-1.4000,0.0000
7.2890,12.7087,4.6777,-1.4000,0.0000
7.2900,12.7040,4.6763,-1.4000,0.0000
7.2910,12.6993,4.6749,-1.4000,0.0000
7.2920,12.6947,4.6735,-1.4000,0.0000
7.2930,12.6900,4.6721,-1.4000,0.0000
7.2940,12.6853,4.6707,-1.4000,0.0000
7.2950,12.6806,4.6693,-1.4000,0.0000
7.2960,12.6760,4.6679,-1.4000,0.0000
7.2970,12.6713,4.6665,-1.4000,0.0000
7.2980,12.6666,4.6651,-1.4000,0.0000
7.2990,12.6620,4.6637,-1.4000,0.0000
7.3000,12.6573,4.6623,-1.4000,0.0000
7.3010,12.6527,4.6609,-1.4000,0.0000
7.3020,12.6480,4.6595,-1.4000,0.0000
7.3030,12.6433,4.6581,-1.4000,0.0000
7.3040,12.6387,4.6567,-1.4000,0.0000
7.3050,12.6340,4.6553,-1.4000,0.0000
7.3060,12.6294,4.6539,-1.4000,0.0000
7.3070,12.6247,4.6525,-1.4000,0.0000
7.3080,12.6201,4.6511,-1.4000,0.0000
7.3090,12.6154,4.6497,-1.4000,0.0000
7.3100,12.6108,4.6483,-1.4000,0.0000
7.3110,12.6061,4.6469,-1.4000,0.0000
7.3120,12.6015,4.6455,-1.4000,0.0000
7.3130,12.5969,4.6441,-1.4000,0.0000
7.3140,12.5922,4.6427,-1.4000,0.0000
7.3150,12.5876,4.6413,-1.4000,0.0000
7.3160,12.5829,4.6399,-1.4000,0.0000
7.3170,12.5783,4.6385,-1.4000,0.0000
7.3180,12.5737,4.6371,-1.4000,0.0000
7.3190,12.5690,4.6357,-1.4000,0.0000
7.3200,12.5644,4.6343,-1.4000,0.0000
7.3210,12.5598,4.6329,-1.4000,0.0000
7.3220,12.5551,4.6315,-1.4000,0.0000
7.3230,12.5505,4.6301,-1.4000,0.0000
7.3240,12.5459,4.6287,-1.4000,0.0000
7.3250,12.5412,4.6273,-1.4000,0.0000
7.3260,12.5366,4.6259,-1.4000,0.0000
7.3270,12.5320,4.6245,-1.4000,0.0000
7.3280,12.5274,4.6231,-1.4000,0.0000
7.3290,12.5227,4.6217,-1.4000,0.0000
7.3300,12.5181,4.6203,-1.4000,0.0000
7.3310,12.5135,4.6189,-1.4000,0.0000
7.3320,12.5089,4.6175,-1.4000,0.0000
7.3330,12.5043,4.6161,-1.4000,0.0000
7.3340,12.4997,4.6147,-1.4000,0.0000
7.3350,12.4951,4.6133,-1.4000,0.0000
7.3360,12.4904,4.6119,-1.4000,0.0000
7.3370,12.4858,4.6105,-1.4000,0.0000
7.3380,12.4812,4.6091,-1.4000,0.0000
7.3390,12.4766,4.6077,-1.4000,0.0000
7.3400,12.4720,4.6063,-1.4000,0.0000
7.3410,12.4674,4.6049,-1.4000,0.0000
7.3420,12.4628,4.6035,-1.4000,0.0000
7.3430,12.4582,4.6021,-1.4000,0.0000
7.3440,12.4536,4.6007,-1.4000,0.0000
7.3450,12.4490,4.5993,-1.4000,0.0000
7.3460,12.4444,4.5979,-1.4000,0.0000
7.3470,12.4398,4.5965,-1.4000,0.0000
7.3480,12.4352,4.5951,-1.4000,0.0000
7.3490,12.4306,4.5937,-1.4000,0.0000
7.3500,12.4260,4.5923,-1.4000,0.0000
7.3510,12.4214,4.5909,-1.4000,0.0000
7.3520,12.4169,4.5895,-1.4000,0.0000
7.3530,12.4123,4.5881,-1.4000,0.0000
7.3540,12.4077,4.5867,-1.4000,0.0000
7.3550,12.4031,4.5853,-1.4000,0.0000
7.3560,12.3985,4.5839,-1.4000,0.0000
7.3570,12.3939,4.5825,-1.4000,0.0000
7.3580,12.3893,4.5811,-1.4000,0.0000
7.3590,12.3848,4.5797,-1.4000,0.0000
7.3600,12.3802,4.5783,-1.4000,0.0000
7.3610,12.3756,4.5769,-1.4000,0.0000
7.3620,12.3710,4.5755,-1.4000,0.0000
7.3630,12.3665,4.5741,-1.4000,0.0000
7.3640,12.3619,4.5727,-1.4000,0.0000
7.3650,12.3573,4.5713,-1.4000,0.0000
7.3660,12.3528,4.5699,-1.4000,0.0000
7.3670,12.3482,4.5685,-1.4000,0.0000
7.3680,12.3436,4.5671,-1.4000,0.0000
7.3690,12.3391,4.5657,-1.4000,0.0000
7.3700,12.3345,4.5643,-1.4000,0.0000
7.3710,12.3299,4.5629,-1.4000,0.0000
7.3720,12.3254,4.5615,-1.4000,0.0000
7.3730,12.3208,4.5601,-1.4000,0.0000
7.3740,12.3163,4.5587,-1.4000,0.0000
7.3750,12.3117,4.5573,-1.4000,0.0000
7.3760,12.3071,4.5559,-1.4000,0.0000
7.3770,12.3026,4.5545,-1.4000,0.0000
7.3780,12.2980,4.5531,-1.4000,0.0000
7.3790,12.2935,4.5517,-1.4000,0.0000
7.3800,12.2889,4.5503,-1.4000,0.0000
7.3810,12.2844,4.5489,-1.4000,0.0000
7.3820,12.2798,4.5475,-1.4000,0.0000
7.3830,12.2753,4.5461,-1.4000,0.0000
7.3840,12.2707,4.5447,-1.4000,0.0000
7.3850,12.2662,4.5433,-1.4000,0.0000
7.3860,12.2617,4.5419,-1.4000,0.0000
7.3870,12.2571,4.5405,-1.4000,0.0000
7.3880,12.2526,4.5391,-1.4000,0.0000
7.3890,12.2480,4.5377,-1.4000,0.0000
7.3900,12.2435,4.5363,-1.4000,0.0000
7.3910,12.2390,4.5349,-1.4000,0.0000
7.3920,12.2344,4.5335,-1.4000,0.0000
7.3930,12.2299,4.5321,-1.4000,0.0000
7.3940,12.2254,4.5307,-1.4000,0.0000
7.3950,12.2209,4.5293,-1.4000,0.0000
7.3960,12.2163,4.5279,-1.4000,0.0000
7.3970,12.2118,4.5265,-1.4000,0.0000
7.3980,12.2073,4.5251,-1.4000,0.0000
7.3990,12.2028,4.5237,-1.4000,0.0000
7.4000,12.1982,4.5223,-1.4000,0.0000
7.4010,12.1937,4.5209,-1.4000,0.0000
7.4020,12.1892,4.5195,-1.4000,0.0000
7.4030,12.1847,4.5181,-1.4000,0.0000
7.4040,12.1802,4.5167,-1.4000,0.0000
7.4050,12.1756,4.5153,-1.4000,0.0000
7.4060,12.1711,4.5139,-1.4000,0.0000
7.4070,12.1666,4.5125,-1.4000,0.0000
7.4080,12.1621,4.5111,-1.4000,0.0000
7.4090,12.1576,4.5097,-1.4000,0.0000
7.4100,12.1531,4.5083,-1.4000,0.0000
7.4110,12.1486,4.5069,-1.4000,0.0000
7.4120,12.1441,4.5055,-1.4000,0.0000
7.4130,12.1396,4.5041,-1.4000,0.0000
7.4140,12.1351,4.5027,-1.4000,0.0000
7.4150,12.1306,4.5013,-1.4000,0.0000
7.4160,12.1261,4.4999,-1.4000,0.0000
7.4170,12.1216,4.4985,-1.4000,0.0000
7.4180,12.1171,4.4971,-1.4000,0.0000
7.4190,12.1126,4.4957,-1.4000,0.0000
7.4200,12.1081,4.4943,-1.4000,0.0000
7.4210,12.1036,4.4929,-1.4000,0.0000
7.4220,12.0991,4.4915,-1.4000,0.0000
7.4230,12.0946,4.4901,-1.4000,0.0000
7.4240,12.0901,4.4887,-1.4000,0.0000
7.4250,12.0856,4.4873,-1.4000,0.0000
7.4260,12.0812,4.4859,-1.4000,0.0000
7.4270,12.0767,4.4845,-1.4000,0.0000
7.4280,12.0722,4.4831,-1.4000,0.0000
7.4290,12.0677,4.4817,-1.4000,0.0000
7.4300,12.0632,4.4803,-1.4000,0.0000
7.4310,12.0588,4.4789,-1.4000,0.0000
7.4320,12.0543,4.4775,-1.4000,0.0000
7.4330,12.0498,4.4761,-1.4000,0.0000
7.4340,12.0453,4.4747,-1.4000,0.0000
7.4350,12.0409,4.4733,-1.4000,0.0000
7.4360,12.0364,4.4719,-1.4000,0.0000
7.4370,12.0319,4.4705,-1.4000,0.0000
7.4380,12.0275,4.4691,-1.4000,0.0000
7.4390,12.0230,4.4677,-1.4000,0.0000
7.4400,12.0185,4.4663,-1.4000,0.0000
7.4410,12.0141,4.4649,-1.4000,0.0000
7.4420,12.0096,4.4635,-1.4000,0.0000
7.4430,12.0051,4.4621,-1.4000,0.0000
7.4440,12.0007,4.4607,-1.4000,0.0000
7.4450,11.9962,4.4593,-1.4000,0.0000
7.4460,11.9918,4.4579,-1.4000,0.0000
7.4470,11.9873,4.4565,-1.4000,0.0000
7.4480,11.9828,4.4551,-1.4000,0.0000
7.4490,11.9784,4.4537,-1.4000,0.0000
7.4500,11.9739,4.4523,-1.4000,0.0000
7.4510,11.9695,4.4509,-1.4000,0.0000
7.4520,11.9650,4.4495,-1.4000,0.0000
7.4530,11.9606,4.4481,-1.4000,0.0000
7.4540,11.9561,4.4467,-1.4000,0.0000
7.4550,11.9517,4.4453,-1.4000,0.0000
7.4560,11.9473,4.4439,-1.4000,0.0000
7.4570,11.9428,4.4425,-1.4000,0.0000
7.4580,11.9384,4.4411,-1.4000,0.0000
7.4590,11.9339,4.4397,-1.4000,0.0000
7.4600,11.9295,4.4383,-1.4000,0.0000
7.4610,11.9251,4.4369,-1.4000,0.0000
7.4620,11.9206,4.4355,-1.4000,0.0000
7.4630,11.9162,4.4341,-1.4000,0.0000
7.4640,11.9118,4.4327,-1.4000,0.0000
7.4650,11.9073,4.4313,-1.4000,0.0000
7.4660,11.9029,4.4299,-1.4000,0.0000
7.4670,11.8985,4.4285,-1.4000,0.0000
7.4680,11.8941,4.4271,-1.4000,0.0000
7.4690,11.8896,4.4257,-1.4000,0.0000
7.4700,11.8852,4.4243,-1.4000,0.0000
7.4710,11.8808,4.4229,-1.4000,0.0000
7.4720,11.8764,4.4215,-1.4000,0.0000
7.4730,11.8719,4.4201,-1.4000,0.0000
7.4740,11.8675,4.4187,-1.4000,0.0000
7.4750,11.8631,4.4173,-1.4000,0.0000
7.4760,11.8587,4.4159,-1.4000,0.0000
7.4770,11.8543,4.4145,-1.4000,0.0000
7.4780,11.8499,4.4131,-1.4000,0.0000
7.4790,11.8455,4.4117,-1.4000,0.0000
7.4800,11.8410,4.4103,-1.4000,0.0000
7.4810,11.8366,4.4089,-1.4000,0.0000
7.4820,11.8322,4.4075,-1.4000,0.0000
7.4830,11.8278,4.4061,-1.4000,0.0000
7.4840,11.8234,4.4047,-1.4000,0.0000
7.4850,11.8190,4.4033,-1.4000,0.0000
7.4860,11.8146,4.4019,-1.4000,0.0000
7.4870,11.8102,4.4005,-1.4000,0.0000
7.4880,11.8058,4.3991,-1.4000,0.0000
7.4890,11.8014,4.3977,-1.4000,0.0000
7.4900,11.7970,4.3963,-1.4000,0.0000
7.4910,11.7926,4.3949,-1.4000,0.0000
7.4920,11.7882,4.3935,-1.4000,0.0000
7.4930,11.7838,4.3921,-1.4000,0.0000
7.4940,11.7795,4.3907,-1.4000,0.0000
7.4950,11.7751,4.3893,-1.4000,0.0000
7.4960,11.7707,4.3879,-1.4000,0.0000
7.4970,11.7663,4.3865,-1.4000,0.0000
7.4980,11.7619,4.3851,-1.4000,0.0000
7.4990,11.7575,4.3837,-1.4000,0.0000
7.5000,11.7531,4.3823,-1.4000,0.0000
7.5010,11.7488,4.3809,-1.4000,0.0000
7.5020,11.7444,4.3795,-1.4000,0.0000
7.5030,11.7400,4.3781,-1.4000,0.0000
7.5040,11.7356,4.3767,-1.4000,0.0000
7.5050,11.7313,4.3753,-1.4000,0.0000
7.5060,11.7269,4.3739,-1.4000,0.0000
7.5070,11.7225,4.3725,-1.4000,0.0000
7.5080,11.7181,4.3711,-1.4000,0.0000
7.5090,11.7138,4.3697,-1.4000,0.0000
7.5100,11.7094,4.3683,-1.4000,0.0000
7.5110,11.7050,4.3669,-1.4000,0.0000
7.5120,11.7007,4.3655,-1.4000,0.0000
7.5130,11.6963,4.3641,-1.4000,0.0000
7.5140,11.6919,4.3627,-1.4000,0.0000
7.5150,11.6876,4.3613,-1.4000,0.0000
7.5160,11.6832,4.3599,-1.4000,0.0000
7.5170,11.6789,4.3585,-1.4000,0.0000
7.5180,11.6745,4.3571,-1.4000,0.0000
7.5190,11.6702,4.3557,-1.4000,0.0000
7.5200,11.6658,4.3543,-1.4000,0.0000
7.5210,11.6615,4.3529,-1.4000,0.0000
7.5220,11.6571,4.3515,-1.4000,0.0000
7.5230,11.6528,4.3501,-1.4000,0.0000
7.5240,11.6484,4.3487,-1.4000,0.0000
7.5250,11.6441,4.3473,-1.4000,0.0000
7.5260,11.6397,4.3459,-1.4000,0.0000
7.5270,11.6354,4.3445,-1.4000,0.0000
7.5280,11.6310,4.3431,-1.4000,0.0000
7.5290,11.6267,4.3417,-1.4000,0.0000
7.5300,11.6223,4.3403,-1.4000,0.0000
7.5310,11.6180,4.3389,-1.4000,0.0000
7.5320,11.6137,4.3375,-1.4000,0.0000
7.5330,11.6093,4.3361,-1.4000,0.0000
7.5340,11.6050,4.3347,-1.4000,0.0000
7.5350,11.6007,4.3333,-1.4000,0.0000
7.5360,11.5963,4.3319,-1.4000,0.0000
7.5370,11.5920,4.3305,-1.4000,0.0000
7.5380,11.5877,4.3291,-1.4000,0.0000
7.5390,11.5834,4.3277,-1.4000,0.0000
7.5400,11.5790,4.3263,-1.4000,0.0000
7.5410,11.5747,4.3249,-1.4000,0.0000
7.5420,11.5704,4.3235,-1.4000,0.0000
7.5430,11.5661,4.3221,-1.4000,0.0000
7.5440,11.5617,4.3207,-1.4000,0.0000
7.5450,11.5574,4.3193,-1.4000,0.0000
7.5460,11.5531,4.3179,-1.4000,0.0000
7.5470,11.5488,4.3165,-1.4000,0.0000
7.5480,11.5445,4.3151,-1.4000,0.0000
7.5490,11.5402,4.3137,-1.4000,0.0000
7.5500,11.5358,4.3123,-1.4000,0.0000
7.5510,11.5315,4.3109,-1.4000,0.0000
7.5520,11.5272,4.3095,-1.4000,0.0000
7.5530,11.5229,4.3081,-1.4000,0.0000
7.5540,11.5186,4.3067,-1.4000,0.0000
7.5550,11.5143,4.3053,-1.4000,0.0000
7.5560,11.5100,4.3039,-1.4000,0.0000
7.5570,11.5057,4.3025,-1.4000,0.0000
7.5580,11.5014,4.3011,-1.4000,0.0000
7.5590,11.4971,4.2997,-1.4000,0.0000
7.5600,11.4928,4.2983,-1.4000,0.0000
7.5610,11.4885,4.2969,-1.4000,0.0000
7.5620,11.4842,4.2955,-1.4000,0.0000
7.5630,11.4799,4.2941,-1.4000,0.0000
7.5640,11.4756,4.2927,-1.4000,0.0000
7.5650,11.4713,4.2913,-1.4000,0.0000
7.5660,11.4671,4.2899,-1.4000,0.0000
7.5670,11.4628,4.2885,-1.4000,0.0000
7.5680,11.4585,4.2871,-1.4000,0.0000
7.5690,11.4542,4.2857,-1.4000,0.0000
7.5700,11.4499,4.2843,-1.4000,0.0000
7.5710,11.4456,4.2829,-1.4000,0.0000
7.5720,11.4413,4.2815,-1.4000,0.0000
7.5730,11.4371,4.2801,-1.4000,0.0000
7.5740,11.4328,4.2787,-1.4000,0.0000
7.5750,11.4285,4.2773,-1.4000,0.0000
7.5760,11.4242,4.2759,-1.4000,0.0000
7.5770,11.4200,4.2745,-1.4000,0.0000
7.5780,11.4157,4.2731,-1.4000,0.0000
7.5790,11.4114,4.2717,-1.4000,0.0000
7.5800,11.4072,4.2703,-1.4000,0.0000
7.5810,11.4029,4.2689,-1.4000,0.0000
7.5820,11.3986,4.2675,-1.4000,0.0000
7.5830,11.3944,4.2661,-1.4000,0.0000
7.5840,11.3901,4.2647,-1.4000,0.0000
7.5850,11.3858,4.2633,-1.4000,0.0000
7.5860,11.3816,4.2619,-1.4000,0.0000
7.5870,11.3773,4.2605,-1.4000,0.0000
7.5880,11.3730,4.2591,-1.4000,0.0000
7.5890,11.3688,4.2577,-1.4000,0.0000
7.5900,11.3645,4.2563,-1.4000,0.0000
7.5910,11.3603,4.2549,-1.4000,0.0000
7.5920,11.3560,4.2535,-1.4000,0.0000
7.5930,11.3518,4.2521,-1.4000,0.0000
7.5940,11.3475,4.2507,-1.4000,0.0000
7.5950,11.3433,4.2493,-1.4000,0.0000
7.5960,11.3390,4.2479,-1.4000,0.0000
7.5970,11.3348,4.2465,-1.4000,0.0000
7.5980,11.3305,4.2451,-1.4000,0.0000
7.5990,11.3263,4.2437,-1.4000,0.0000
7.6000,11.3221,4.2423,-1.4000,0.0000
7.6010,11.3178,4.2409,-1.4000,0.0000
7.6020,11.3136,4.2395,-1.4000,0.0000
7.6030,11.3093,4.2381,-1.4000,0.0000
7.6040,11.3051,4.2367,-1.4000,0.0000
7.6050,11.3009,4.2353,-1.4000,0.0000
7.6060,11.2966,4.2339,-1.4000,0.0000
7.6070,11.2924,4.2325,-1.4000,0.0000
7.6080,11.2882,4.2311,-1.4000,0.0000
7.6090,11.2839,4.2297,-1.4000,0.0000
7.6100,11.2797,4.2283,-1.4000,0.0000
7.6110,11.2755,4.2269,-1.4000,0.0000
7.6120,11.2713,4.2255,-1.4000,0.0000
7.6130,11.2670,4.2241,-1.4000,0.0000
7.6140,11.2628,4.2227,-1.4000,0.0000
7.6150,11.2586,4.2213,-1.4000,0.0000
7.6160,11.2544,4.2199,-1.4000,0.0000
7.6170,11.2502,4.2185,-1.4000,0.0000
7.6180,11.2459,4.2171,-1.4000,0.0000
7.6190,11.2417,4.2157,-1.4000,0.0000
7.6200,11.2375,4.2143,-1.4000,0.0000
7.6210,11.2333,4.2129,-1.4000,0.0000
7.6220,11.2291,4.2115,-1.4000,0.0000
7.6230,11.2249,4.2101,-1.4000,0.0000
7.6240,11.2207,4.2087,-1.4000,0.0000
7.6250,11.2165,4.2073,-1.4000,0.0000
7.6260,11.2123,4.2059,-1.4000,0.0000
7.6270,11.2081,4.2045,-1.4000,0.0000
7.6280,11.2039,4.2031,-1.4000,0.0000
7.6290,11.1997,4.2017,-1.4000,0.0000
7.6300,11.1955,4.2003,-1.4000,0.0000
7.6310,11.1913,4.1989,-1.4000,0.0000
7.6320,11.1871,4.1975,-1.4000,0.0000
7.6330,11.1829,4.1961,-1.4000,0.0000
7.6340,11.1787,4.1947,-1.4000,0.0000
7.6350,11.1745,4.1933,-1.4000,0.0000
7.6360,11.1703,4.1919,-1.4000,0.0000
7.6370,11.1661,4.1905,-1.4000,0.0000
7.6380,11.1619,4.1891,-1.4000,0.0000
7.6390,11.1577,4.1877,-1.4000,0.0000
7.6400,11.1535,4.1863,-1.4000,0.0000
7.6410,11.1494,4.1849,-1.4000,0.0000
7.6420,11.1452,4.1835,-1.4000,0.0000
7.6430,11.1410,4.1821,-1.4000,0.0000
7.6440,11.1368,4.1807,-1.4000,0.0000
7.6450,11.1326,4.1793,-1.4000,0.0000
7.6460,11.1285,4.1779,-1.4000,0.0000
7.6470,11.1243,4.1765,-1.4000,0.0000
7.6480,11.1201,4.1751,-1.4000,0.0000
7.6490,11.1159,4.1737,-1.4000,0.0000
7.6500,11.1118,4.1723,-1.4000,0.0000
7.6510,11.1076,4.1709,-1.4000,0.0000
7.6520,11.1034,4.1695,-1.4000,0.0000
7.6530,11.0993,4.1681,-1.4000,0.0000
7.6540,11.0951,4.1667,-1.4000,0.0000
7.6550,11.0909,4.1653,-1.4000,0.0000
7.6560,11.0868,4.1639,-1.4000,0.0000
7.6570,11.0826,4.1625,-1.4000,0.0000
7.6580,11.0784,4.1611,-1.4000,0.0000
7.6590,11.0743,4.1597,-1.4000,0.0000
7.6600,11.0701,4.1583,-1.4000,0.0000
7.6610,11.0660,4.1569,-1.4000,0.0000
7.6620,11.0618,4.1555,-1.4000,0.0000
7.6630,11.0577,4.1541,-1.4000,0.0000
7.6640,11.0535,4.1527,-1.4000,0.0000
7.6650,11.0494,4.1513,-1.4000,0.0000
7.6660,11.0452,4.1499,-1.4000,0.0000
7.6670,11.0411,4.1485,-1.4000,0.0000
7.6680,11.0369,4.1471,-1.4000,0.0000
7.6690,11.0328,4.1457,-1.4000,0.0000
7.6700,11.0286,4.1443,-1.4000,0.0000
7.6710,11.0245,4.1429,-1.4000,0.0000
7.6720,11.0203,4.1415,-1.4000,0.0000
7.6730,11.0162,4.1401,-1.4000,0.0000
7.6740,11.0121,4.1387,-1.4000,0.0000
7.6750,11.0079,4.1373,-1.4000,0.0000
7.6760,11.0038,4.1359,-1.4000,0.0000
7.6770,10.9997,4.1345,-1.4000,0.0000
7.6780,10.9955,4.1331,-1.4000,0.0000
7.6790,10.9914,4.1317,-1.4000,0.0000
7.6800,10.9873,4.1303,-1.4000,0.0000
7.6810,10.9831,4.1289,-1.4000,0.0000
7.6820,10.9790,4.1275,-1.4000,0.0000
7.6830,10.9749,4.1261,-1.4000,0.0000
7.6840,10.9708,4.1247,-1.4000,0.0000
7.6850,10.9666,4.1233,-1.4000,0.0000
7.6860,10.9625,4.1219,-1.4000,0.0000
7.6870,10.9584,4.1205,-1.4000,0.0000
7.6880,10.9543,4.1191,-1.4000,0.0000
7.6890,10.9502,4.1177,-1.4000,0.0000
7.6900,10.9460,4.1163,-1.4000,0.0000
7.6910,10.9419,4.1149,-1.4000,0.0000
7.6920,10.9378,4.1135,-1.4000,0.0000
7.6930,10.9337,4.1121,-1.4000,0.0000
7.6940,10.9296,4.1107,-1.4000,0.0000
7.6950,10.9255,4.1093,-1.4000,0.0000
7.6960,10.9214,4.1079,-1.4000,0.0000
7.6970,10.9173,4.1065,-1.4000,0.0000
7.6980,10.9132,4.1051,-1.4000,0.0000
7.6990,10.9091,4.1037,-1.4000,0.0000
7.7000,10.9050,4.1023,-1.4000,0.0000
7.7010,10.9009,4.1009,-1.4000,0.0000
7.7020,10.8968,4.0995,-1.4000,0.0000
7.7030,10.8927,4.0981,-1.4000,0.0000
7.7040,10.8886,4.0967,-1.4000,0.0000
7.7050,10.8845,4.0953,-1.4000,0.0000
7.7060,10.8804,4.0939,-1.4000,0.0000
7.7070,10.8763,4.0925,-1.4000,0.0000
7.7080,10.8722,4.0911,-1.4000,0.0000
7.7090,10.8681,4.0897,-1.4000,0.0000
7.7100,10.8640,4.0883,-1.4000,0.0000
7.7110,10.8599,4.0869,-1.4000,0.0000
7.7120,10.8559,4.0855,-1.4000,0.0000
7.7130,10.8518,4.0841,-1.4000,0.0000
